Collection Site Name,Collection Site Type,Operator Type,Site ID,Service Partner,Address Line 1,Address Line 2,Address City,Address Postal / Zip Code,Community,Region/District,Service Area,Address Latitude,Address Longitude,Paints and Coatings,HHW/HSP,Alarms,Lights,Paints and Coatings2,Start Date - Paints and Coating,End Date - Paints and Coatings,Lights3,Lights - Start Date,Lights - End Date,Solvents,Solvents - Start Date,Solvents - End Date,Pesticides,Pesticides - Start Date,Pesticides - End Date,Fertilizers,Fertilizers - Start Date,Fertilizers - End Date,PaintShare,PaintShare - Start Date,PaintShare - End Date,Residential,Commercial,Industrial,Institutional
R2D Event - Baxter Transfer Station (Muskoka),Collection Event,Municipal,1159,DISTRICT MUNICIPALITY OF MUSKOKA,980 South Bay Road,,Port Severn,L0K 1S0,Georgian Bay,Muskoka District,Zone 2,44.8742498,-79.7545942,1,1,,,1,04/06/2024,04/06/2024,,,,1,04/06/2024,04/06/2024,1,04/06/2024,04/06/2024,,,,,,,1,,,
R2D Event - Baxter Transfer Station (Muskoka),Collection Event,Municipal,1159,DISTRICT MUNICIPALITY OF MUSKOKA,980 South Bay Road,,Port Severn,L0K 1S0,Georgian Bay,Muskoka District,Zone 2,44.8742498,-79.7545942,1,1,,,1,05/11/2024,05/11/2024,,,,1,05/11/2024,05/11/2024,1,05/11/2024,05/11/2024,,,,,,,1,,,
R2D Event - Baxter Transfer Station (Muskoka),Collection Event,Municipal,1159,DISTRICT MUNICIPALITY OF MUSKOKA,980 South Bay Road,,Port Severn,L0K 1S0,Georgian Bay,Muskoka District,Zone 2,44.8742498,-79.7545942,1,1,,,1,05/23/2024,05/23/2024,,,,1,05/23/2024,05/23/2024,1,05/23/2024,05/23/2024,,,,,,,1,,,
R2D Event - Baxter Transfer Station (Muskoka),Collection Event,Municipal,1159,DISTRICT MUNICIPALITY OF MUSKOKA,980 South Bay Road,,Port Severn,L0K 1S0,Georgian Bay,Muskoka District,Zone 2,44.8742498,-79.7545942,1,1,,,1,07/06/2024,07/06/2024,,,,1,07/06/2024,07/06/2024,1,07/06/2024,07/06/2024,,,,,,,1,,,
R2D Event - Baxter Transfer Station (Muskoka),Collection Event,Municipal,1159,DISTRICT MUNICIPALITY OF MUSKOKA,980 South Bay Road,,Port Severn,L0K 1S0,Georgian Bay,Muskoka District,Zone 2,44.8742498,-79.7545942,1,1,,,1,06/22/2024,06/22/2024,,,,1,06/22/2024,06/22/2024,1,06/22/2024,06/22/2024,,,,,,,1,,,
R2D Event - Baxter Transfer Station (Muskoka),Collection Event,Municipal,1159,DISTRICT MUNICIPALITY OF MUSKOKA,980 South Bay Road,,Port Severn,L0K 1S0,Georgian Bay,Muskoka District,Zone 2,44.8742498,-79.7545942,1,1,,,1,07/11/2024,07/11/2024,,,,1,07/11/2024,07/11/2024,1,07/11/2024,07/11/2024,,,,,,,1,,,
R2D Event - Baxter Transfer Station (Muskoka),Collection Event,Municipal,1159,DISTRICT MUNICIPALITY OF MUSKOKA,980 South Bay Road,,Port Severn,L0K 1S0,Georgian Bay,Muskoka District,Zone 2,44.8742498,-79.7545942,1,1,,,1,07/20/2024,07/20/2024,,,,1,07/20/2024,07/20/2024,1,07/20/2024,07/20/2024,,,,,,,1,,,
R2D Event - Baxter Transfer Station (Muskoka),Collection Event,Municipal,1159,DISTRICT MUNICIPALITY OF MUSKOKA,980 South Bay Road,,Port Severn,L0K 1S0,Georgian Bay,Muskoka District,Zone 2,44.8742498,-79.7545942,1,1,,,1,08/03/2024,08/03/2024,,,,1,08/03/2024,08/03/2024,1,08/03/2024,08/03/2024,,,,,,,1,,,
R2D Event - Baxter Transfer Station (Muskoka),Collection Event,Municipal,1159,DISTRICT MUNICIPALITY OF MUSKOKA,980 South Bay Road,,Port Severn,L0K 1S0,Georgian Bay,Muskoka District,Zone 2,44.8742498,-79.7545942,1,1,,,1,08/22/2024,08/22/2024,,,,1,08/22/2024,08/22/2024,1,08/22/2024,08/22/2024,,,,,,,1,,,
R2D Event - Baxter Transfer Station (Muskoka),Collection Event,Municipal,1159,DISTRICT MUNICIPALITY OF MUSKOKA,980 South Bay Road,,Port Severn,L0K 1S0,Georgian Bay,Muskoka District,Zone 2,44.8742498,-79.7545942,1,1,,,1,09/21/2024,09/21/2024,,,,1,09/21/2024,09/21/2024,1,09/21/2024,09/21/2024,,,,,,,1,,,
R2D Event - Baxter Transfer Station (Muskoka),Collection Event,Municipal,1159,DISTRICT MUNICIPALITY OF MUSKOKA,980 South Bay Road,,Port Severn,L0K 1S0,Georgian Bay,Muskoka District,Zone 2,44.8742498,-79.7545942,1,1,,,1,10/10/2024,10/10/2024,,,,1,10/10/2024,10/10/2024,1,10/10/2024,10/10/2024,,,,,,,1,,,
CC - Bin There Dump That,Collection Site,Private Depot,3723,2410926 Ontario Ltd,1615 Rosslyn Road,,Thunder Bay,P7K 1J3,Thunder Bay,Thunderbay District,Zone 7,48.36282703,-89.33472267,,,,1,,,,1,07/03/2024,,,,,,,,,,,,,,1,1,1,1
CC - City Electric Supply Barrie,Collection Site,Distributor,4842,City Electric Supply,85 Patterson Rd,,Barrie,L4N 3V9,Barrie,Simcoe County,Zone 2,44.36467082,-79.70719203,,,,1,,,,1,12/06/2024,,,,,,,,,,,,,,1,1,1,1
CC - City Electric Supply Burlington,Collection Site,Distributor,4722,City Electric Supply,4325 Harvester Rd #6,,Burlington,L7L 5M4,Burlington,Halton Region,Zone 1,43.3720051,-79.77516007,,,,1,,,,1,09/23/2024,,,,,,,,,,,,,,1,1,1,1
CC - City Electric Supply Ottawa West,Collection Site,Distributor,4723,City Electric Supply,150 Iber Rd Unit 3,,Stittsville,K2S 1E7,Ottawa,Ottawa-Carleton,Zone 5,45.27449146,-75.90273902,,,,1,,,,1,09/23/2024,,,,,,,,,,,,,,1,1,1,1
CC - City Electric Supply Scarborough North,Collection Site,Distributor,4725,City Electric Supply,17 State Crown Blvd Units 1,,Scarborough,M1V 4B1,Toronto,Toronto,Zone 1,43.8299396,-79.25871444,,,,1,,,,1,09/24/2024,,,,,,,,,,,,,,1,1,1,1
CC - City Electric Supply Sudbury,Collection Site,Distributor,4849,City Electric Supply,2302 Algonquin Rd,,Sudbury,P3E 4Z6,Greater Sudbury,Sudbury Regional Municipality,Zone 6,46.44244118,-80.9952934,,,,1,,,,1,12/10/2024,,,,,,,,,,,,,,1,1,1,1
CC - Electronic Recycling Ontario,Collection Site,Distributor,4584,The Electronic Recycling Association of Alberta,489 Brimley Rd #15,,Scarborough,M1J 1A3,Toronto,Toronto,Zone 1,43.73381059,-79.24523789,,,,1,,,,1,06/11/2024,,,,,,,,,,,,,,1,1,1,1
CC - Franklin Empire (Kitchener),Collection Site,Distributor,3507,Franklin Empire Inc.,121 Washburn Drive,,Kitchener,N2R 1S1,Kitchener,Waterloo Region,Zone 8,43.400169,-80.491028,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Franklin Empire (London),Collection Site,Distributor,3508,Franklin Empire Inc.,639 Sovereign Road,,London,N5V 4K8,London,Middlesex County,Zone 8,43.008301,-81.149597,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Franklin Empire (Newmarket),Collection Site,Distributor,3483,Franklin Empire Inc.,1206 Ringwell Drive,Unit 7,Newmarket,L3Y 8V9,Newmarket,York Region,Zone 1,44.080544,-79.429024,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Franklin Empire (Ottawa),Collection Site,Distributor,3506,Franklin Empire Inc.,140 Hearst Way,,Ottawa,K2L 4E9,Ottawa,Ottawa-Carleton,Zone 5,45.317154,-75.890549,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Franklin Empire (Scarborough),Collection Site,Distributor,3504,Franklin Empire Inc.,12 Milner Avenue,,Scarborough,M1S 3P8,Toronto,Toronto,Zone 1,43.786064,-79.255501,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Franklin Empire (Stoney Creek),Collection Site,Distributor,3509,Franklin Empire Inc.,14 Garden Avenue,,Stoney Creek,L8E 2Y9,Hamilton,Hamilton-Wentworth Region,Zone 8,43.233608,-79.744102,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Franklin Empire (Toronto),Collection Site,Distributor,3505,Franklin Empire Inc.,350 Carlingview Drive,,Toronto,M9W 5G6,Toronto,Toronto,Zone 1,43.693947,-79.599739,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Franklin Empire (Windsor),Collection Site,Distributor,3510,Franklin Empire Inc.,5950 Rhodes Drive,,Windsor,N8N 2M1,Windsor,Essex County,Zone 9,42.288658,-82.940559,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Gerrie Electric (Alliston),Collection Site,Distributor,3484,Gerrie Electric Wholesale Ltd.,1 - A Alderson Court,,Alliston,L9R 2B7,New Tecumseth,Simcoe County,Zone 2,44.142277,-79.863335,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Gerrie Electric (Bolton),Collection Site,Distributor,3485,Gerrie Electric Wholesale Ltd.,35 Nixon Road,Units 5 - 7,Bolton,L7E 1K1,Caledon,Peel Region,Zone 1,43.858463,-79.716621,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Gerrie Electric (Brantford),Collection Site,Distributor,3486,Gerrie Electric Wholesale Ltd.,23 Craig Street,Unit 8,Brantford,N3R 7H8,Brantford,Brant County,Zone 8,43.16201,-80.247688,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Gerrie Electric (Burlington),Collection Site,Distributor,3487,Gerrie Electric Wholesale Ltd.,4104 South Service Road,,Burlington,L7L 4X5,Burlington,Halton Region,Zone 1,43.368591,-79.784058,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Gerrie Electric (Cambridge),Collection Site,Distributor,3488,Gerrie Electric Wholesale Ltd.,890 Langs Drive,890 Langs Drive,Cambridge,N3H 5R8,Cambridge,Waterloo Region,Zone 8,43.399464,-80.333061,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Gerrie Electric (Concord),Collection Site,Distributor,3489,Gerrie Electric Wholesale Ltd.,624 Millway Avenue,,Concord,L4K 3V3,Vaughan,York Region,Zone 1,43.810108,-79.53183,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
"CC - Gerrie Electric (Fanshawe Park Rd, London)",Collection Site,Distributor,3490,Gerrie Electric Wholesale Ltd.,1540 Fanshawe Park Road W,Unit 10,London,N6H 5L8,London,Middlesex County,Zone 8,43.0089,-81.341202,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
"CC - Gerrie Electric (Frances Street, London)",Collection Site,Distributor,3491,Gerrie Electric Wholesale Ltd.,1183 Frances Street,,London,London,London,Middlesex County,Zone 8,42.990601,-81.207298,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Gerrie Electric (Georgetown),Collection Site,Distributor,3492,Gerrie Electric Wholesale Ltd.,317 Armstrong Avenue,,Georgetown,L7G 4X6,Halton Hills,Halton Region,Zone 1,43.650036,-79.883705,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Gerrie Electric (Guelph),Collection Site,Distributor,3493,Gerrie Electric Wholesale Ltd.,31 Arrow Road,,Guelph,N1K 1S8,Guelph,Wellington County,Zone 8,43.555332,-80.293739,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Gerrie Electric (Kitchener),Collection Site,Distributor,3494,Gerrie Electric Wholesale Ltd.,107 Manitou Drive,,Kitchener,N2C 1L4,Kitchener,Waterloo Region,Zone 8,43.412003,-80.450127,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Gerrie Electric (Milton),Collection Site,Distributor,3495,Gerrie Electric Wholesale Ltd.,313 Steeles Avenue,,Milton,L9T 1Y2,Milton,Halton Region,Zone 1,43.524097,-79.89193,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Gerrie Electric (Mississauga),Collection Site,Distributor,3496,Gerrie Electric Wholesale Ltd.,1036 Matheson Boulevard East,,Mississauga,L4W 2T9,Mississauga,Peel Region,Zone 1,43.63451,-79.64064,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
"CC - Gerrie Electric (Nebo Road, Hamilton)",Collection Site,Distributor,3497,Gerrie Electric Wholesale Ltd.,205 Nebo Road,Unit 5,Hamilton,L8W 2E1,Hamilton,Hamilton-Wentworth Region,Zone 8,43.192551,-79.836685,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
"CC - Gerrie Electric (Parkdale Ave, Hamilton)",Collection Site,Distributor,3498,Gerrie Electric Wholesale Ltd.,"400 Parkdale Avenue North, Building 1",Unit B,Hamilton,L8H 5Y2,Hamilton,Hamilton-Wentworth Region,Zone 8,43.247646,-79.786583,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Gerrie Electric (Simcoe),Collection Site,Distributor,3511,Gerrie Electric Wholesale Ltd.,37 Park Road,RR#1,Simcoe,N3Y 4J9,Norfolk,Haldimand-Norfolk Region,Zone 8,42.844547,-80.32708,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
"CC - Gerrie Electric (Speers Rd, Oakville)",Collection Site,Distributor,3499,Gerrie Electric Wholesale Ltd.,1110 Speers Road,,Oakville,L6L 2X4,Oakville,Halton Region,Zone 1,43.429878,-79.704994,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Gerrie Electric (St. Catharines),Collection Site,Distributor,3500,Gerrie Electric Wholesale Ltd.,32 Dunkirk Road,,St. Catharines,L2R 1A1,St. Catharines,Niagara Region,Zone 8,43.171558,-79.227226,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Gerrie Electric (St. Thomas),Collection Site,Distributor,3501,Gerrie Electric Wholesale Ltd.,156 Edward Street,Unit 3,St. Thomas,N5P 1Z3,St. Thomas,Elgin County,Zone 8,42.786316,-81.166489,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Gerrie Electric (Welland),Collection Site,Distributor,3502,Gerrie Electric Wholesale Ltd.,36 Darte Drive,,Welland,L3B 5Y7,Welland,Niagara Region,Zone 8,42.963219,-79.262039,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Gerrie Electric (Woodstock),Collection Site,Distributor,3503,Gerrie Electric Wholesale Ltd.,1229 Seagrave Road,,Woodstock,N4T 0A8,Woodstock,Oxford County,Zone 8,43.138817,-80.71624,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Graybar (Hamilton),Collection Site,Distributor,3561,Graybar Canada Limited,85 Morley Street,,Hamilton,L8H 3R8,Hamilton,Hamilton-Wentworth Region,Zone 8,43.24997437,-79.78035095,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Graybar (Kitchener),Collection Site,Distributor,3562,Graybar Canada Limited,130 Hayward Avenue,,Kitchener,N2C 2E4,Kitchener,Waterloo Region,Zone 8,43.4259559,-80.46679628,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Graybar (Niagara Falls),Collection Site,Distributor,3563,Graybar Canada Limited,7000 Kinsmen Court,,Niagara Falls,L2H 0Y5,Niagara Falls,Niagara Region,Zone 8,43.07385171,-79.12230968,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Graybar (Ottawa),Collection Site,Distributor,3564,Graybar Canada Limited,1730 Bantree St.,Unit 2,Ottawa,K1B 3W4,Ottawa,Ottawa-Carleton,Zone 5,45.4082551,-75.61893006,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Graybar (Sudbury),Collection Site,Distributor,3565,Graybar Canada Limited,2354 Maley Drive,,Garson,P3L 1P7,Greater Sudbury,Sudbury Regional Municipality,Zone 6,46.5386742,-80.90778358,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Graybar (Vaughan),Collection Site,Distributor,3566,Graybar Canada Limited,7245 Highway 50,,Vaughan,L4H 4P9,Vaughan,York Region,Zone 1,43.75703806,-79.64190882,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Graybar (Windsor),Collection Site,Distributor,3567,Graybar Canada Limited,2760 Deziel Drive,,Windsor,N8W 5H8,Windsor,Essex County,Zone 9,42.28288331,-82.97408715,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Greengo Welland,Collection Site,Distributor,4576,GreenGo Recycling Inc.,139 Atlas Avenue,,Welland,L3B 6J2,Welland,Niagara Region,Zone 8,43.000669,-79.225629,,,,1,,,,1,01/01/2024,,,,,,,,,,,,,,1,1,1,1
CC - Guillevin International Co. (Belleville),Collection Site,Distributor,4791,Guillevin International Co.,315 Bell Blvd Unit #2,,Belleville,K8P 5H3,Belleville,Hastings County,Zone 4,44.18345574,-77.41335689,,,,1,,,,1,01/01/2024,,,,,,,,,,,,,,1,1,1,1
CC - Guillevin International Co. (Fort Frances),Collection Site,Distributor,4211,Guillevin International Co.,924 Fifth St W,,Fort Frances,P9A 3C7,Fort Frances,Rainy River District,Zone 7,48.61509067,-93.42449517,,,,1,,,,1,01/01/2024,,,,,,,,,,,,,,1,1,1,1
CC - Guillevin International Co. (Guelph),Collection Site,Distributor,4911,Guillevin International Co.,120 Dawson Rd,,Guelph,N1H 1A6,Guelph,Wellington County,Zone 8,43.55059842,-80.28162256,,,,1,,,,1,01/01/2024,,,,,,,,,,,,,,1,1,1,1
CC - Guillevin International Co. (Kingston),Collection Site,Distributor,4792,Guillevin International Co.,26 Steve Fonyo Dr unit 500,,Kingston,K7M 8N9,Kingston,Frontenac County,Zone 4,44.2628724,-76.52193992,,,,1,,,,1,01/01/2024,,,,,,,,,,,,,,1,1,1,1
CC - Guillevin International Co. (London),Collection Site,Distributor,4192,Guillevin International Co.,220 Adelaide Street North,,London,N6B 3H4,London,Middlesex County,Zone 8,42.9832508,-81.22829033,,,,1,,,,1,01/01/2024,,,,,,,,,,,,,,1,1,1,1
CC - Guillevin International Co. (Mississauga),Collection Site,Distributor,4920,Guillevin International Co.,3-5655 Kennedy Road,,Mississauga,L4Z 3E1,Mississauga,Peel Region,Zone 1,43.62779035,-79.65670331,,,,1,,,,1,01/01/2024,,,,,,,,,,,,,,1,1,1,1
CC - Guillevin International Co. (North Bay),Collection Site,Distributor,4347,Guillevin International Co.,1335 Franklin street,,North Bay,P1B 2M4,North Bay,Nipissing District,Zone 6,46.30950256,-79.44434438,,,,1,,,,1,01/01/2024,,,,,,,,,,,,,,1,1,1,1
CC - Guillevin International Co. (Oshawa),Collection Site,Distributor,4910,Guillevin International Co.,"1000 Thornton Rd S Unit D,",,Oshawa,L1J 7E2,Oshawa,Durham Region,Zone 1,43.86525039,-78.88308846,,,,1,,,,1,01/01/2024,,,,,,,,,,,,,,1,1,1,1
CC - Guillevin International Co. (Sarnia),Collection Site,Distributor,3676,Guillevin International Co.,873 Phillip St. East,,Sarnia,N7T 1Z6,Sarnia,Lambton County,Zone 9,42.96141663,-82.37911632,,,,1,,,,1,01/01/2024,,,,,,,,,,,,,,1,1,1,1
CC - Guillevin International Co. (Sault Ste. Marie),Collection Site,Distributor,4390,Guillevin International Co.,81 White Oak Dr E,,Sault Ste. Marie,P6B 4J7,Sault Ste. Marie,Algoma District,Zone 7,46.53698814,-84.33168723,,,,1,,,,1,01/01/2024,,,,,,,,,,,,,,1,1,1,1
CC - Guillevin International Co. (St. Catharines),Collection Site,Distributor,4921,Guillevin International Co.,"188 Bunting Road, Unit 13",,St. Catharines,L2M 3Y1,St. Catharines,Niagara Region,Zone 8,43.17078214,-79.20818387,,,,1,,,,1,01/01/2024,,,,,,,,,,,,,,1,1,1,1
CC - Guillevin International Co. (Sudbury),Collection Site,Distributor,4055,Guillevin International Co.,122 Dell St,,Sudbury,P3C 2Y1,Greater Sudbury,Sudbury Regional Municipality,Zone 6,46.50699182,-80.99135585,,,,1,,,,1,09/22/2023,,,,,,,,,,,,,,1,1,1,1
CC - Guillevin International Co. (Thunder Bay),Collection Site,Distributor,4210,Guillevin International Co.,"883 Tungsten St, Unit 5",,Thunder Bay,P7B 6H2,Thunder Bay,Thunderbay District,Zone 7,48.41357246,-89.25372808,,,,1,,,,1,01/01/2024,,,,,,,,,,,,,,1,1,1,1
CC - Guillevin International Co. (Vaughan),Collection Site,Distributor,4824,Guillevin International Co.,"8905 HIGHWAY 50,  Unit #6",,Vaughan,L4H 5A1,Vaughan,York Region,Zone 1,43.79589449,-79.66431522,,,,1,,,,1,01/01/2024,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Alliston),Collection Site,Distributor,3527,Ideal Supply Inc.,4914 Concession 7,,Alliston,L9R 1V3,New Tecumseth,Simcoe County,Zone 2,44.145844,-79.895348,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Barrie North),Collection Site,Distributor,3544,Ideal Supply Inc.,24 Cedar Pointe Drive,,Barrie,L4N SR7,Barrie,Simcoe County,Zone 2,44.38051173,-79.71407944,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Barrie),Collection Site,Distributor,3535,Ideal Supply Inc.,680 Huronia Road,,Barrie,L4N 6C6,Barrie,Simcoe County,Zone 2,44.334179,-79.661491,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Bracebridge),Collection Site,Distributor,3536,Ideal Supply Inc.,1 Robert Dollar Drive,,Bracebridge,P1L 1P9,Bracebridge,Muskoka District,Zone 2,45.025406,-79.313515,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Collingwood),Collection Site,Distributor,3528,Ideal Supply Inc.,290 Pretty River Parkway N,,Collingwood,L9Y 4J5,Collingwood,Simcoe County,Zone 2,44.501564,-80.197235,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Exeter),Collection Site,Distributor,3529,Ideal Supply Inc.,176 Thames Road W,,Exeter,N0M 1S3,South Huron,Huron County,Zone 8,43.361435,-81.490372,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Goderich),Collection Site,Distributor,3539,Ideal Supply Inc.,208 Suncoast Drive Goderich ON N7A 4K4,,Goderich,N7A 4K4,Goderich,Huron County,Zone 8,43.73169182,-81.69992526,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Hanover),Collection Site,Distributor,3537,Ideal Supply Inc.,678 10th Street N,,Hanover,N0G 2L0,Hanover,Grey County,Zone 2,44.15456364,-81.01384458,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Huntsville),Collection Site,Distributor,3532,Ideal Supply Inc.,96 Hanes Road,Unit 1,Huntsville,P1H 2P6,Huntsville,Muskoka District,Zone 2,45.336063,-79.23394,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Keswick),Collection Site,Distributor,3534,Ideal Supply Inc.,606 The Queensway S,,Keswick,L4P 4C8,Georgina,York Region,Zone 1,44.203941,-79.467453,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Kincardine),Collection Site,Distributor,3538,Ideal Supply Inc.,1117 Sutton Street,,Kincardine,N2Z 2X5,Kincardine,Bruce County,Zone 2,44.17946428,-81.61790671,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Listowel),Collection Site,Distributor,3546,Ideal Supply Inc.,1065 Wallace Avenue N,,Listowel,N4W 1M6,North Perth,Perth County,Zone 8,43.74624877,-80.94152681,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Midland),Collection Site,Distributor,3542,Ideal Supply Inc.,869 King Street Midland,,Midland,L4R 087,Midland,Simcoe County,Zone 2,44.73397449,-79.87069807,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Orangeville),Collection Site,Distributor,3543,Ideal Supply Inc.,615 Riddell Road Orangeville,,Orangeville,L9W 4ZS,Orangeville,Dufferin County,Zone 2,43.89790332,-80.11548583,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Orillia),Collection Site,Distributor,3541,Ideal Supply Inc.,18 Ontario Street  Orillia,,Orillia,L3V 0T7,Orillia,Simcoe County,Zone 2,44.58876996,-79.42748765,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Owen Sound),Collection Site,Distributor,3540,Ideal Supply Inc.,900 10th Street West Owen Sound,,Owen Sound,N4K 6V6,Owen Sound,Grey County,Zone 2,44.56583901,-80.96333661,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Parry Sound),Collection Site,Distributor,3533,Ideal Supply Inc.,12 Seguin Street,,Parry Sound,P2A 1T4,Parry Sound,Parry Sound District,Zone 2,45.343216,-80.032066,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Port Elgin),Collection Site,Distributor,3530,Ideal Supply Inc.,5107 Highway 21,,Port Elgin,N0H 2C1,Saugeen Shores,Bruce County,Zone 2,44.422779,-81.400246,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Stratford),Collection Site,Distributor,3545,Ideal Supply Inc.,400 Lorne Avenue E,,Stratford,NSA 654,Stratford,Perth County,Zone 8,43.35312242,-80.98155443,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Ideal Supply (Woodstock),Collection Site,Distributor,3531,Ideal Supply Inc.,3 Bysham Park Drive,Unit 5,Woodstock,N4T 1P1,Woodstock,Oxford County,Zone 8,43.138081,-80.721519,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Nedco (Barrie),Collection Site,Distributor,3588,Nedco,125 Ferndale Dr N,,Barrie,L4N 9V6,Barrie,Simcoe County,Zone 2,44.37693833,-79.72038004,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Nedco (Belleville),Collection Site,Distributor,3575,Nedco,200 Adam St.,,Belleville,K8N 2X9,Belleville,Hastings County,Zone 4,44.19199767,-77.37993546,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Nedco (Bracebridge),Collection Site,Distributor,3587,Nedco,440 Eccleston Dr.,Units 15 & 16,Bracebridge,P1L 1Z6,Bracebridge,Muskoka District,Zone 2,45.01807296,-79.31436282,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Nedco (Brampton),Collection Site,Distributor,3580,Nedco,270 Rutherford Rd S,Units 6 & 7,Brampton,L6W 3K7,Brampton,Peel Region,Zone 1,43.68676744,-79.72355987,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
CC - Nedco (Brockville),Collection Site,Distributor,3574,Nedco,333 California Ave,,Brockville,K6V 6N5,Brockville,Leeds and Grenville,Zone 5,44.61229039,-75.69106181,,,,1,,,,1,01/01/2023,,,,,,,,,,,,,,1,1,1,1
